"id","first_name","last_name","date_of_migration","migration_type","from_region","to_region","individual_id","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
7014,"N","N",2020-12-24,"In","","Yes",2014,2,2020-02-08,2020-02-08,"user_1","user_1"
7015,"O","O",2021-09-10,"Out","No","",2015,2,2020-08-06,2020-08-06,"user_1","user_1"
7016,"P","P",2018-11-05,"In","","Yes",2016,1,2018-08-17,2018-08-17,"user_1","user_1"
7017,"Q","Q",2019-07-23,"Out","No","",2017,5,2019-02-13,2019-02-13,"user_1","user_1"
7018,"R","R",2020-04-08,"In","","Yes",2018,3,2019-08-12,2019-08-12,"user_1","user_1"
7019,"S","S",2020-12-24,"Out","No","",2019,2,2020-02-08,2020-02-08,"user_1","user_1"
7020,"T","T",2021-09-10,"In","","Yes",2020,5,2020-08-06,2020-08-06,"user_1","user_1"
7021,"A","A",2018-11-05,"Out","No","",2021,5,2018-08-17,2018-08-17,"user_1","user_1"
7022,"B","B",2019-07-23,"In","","Yes",2022,5,2019-02-13,2019-02-13,"user_1","user_1"
7023,"C","C",2020-04-08,"Out","No","",2023,2,2019-08-12,2019-08-12,"user_1","user_1"
7024,"D","D",2020-12-24,"In","","Yes",2024,6,2020-02-08,2020-02-08,"user_1","user_1"
7025,"E","E",2021-09-10,"Out","No","",2025,1,2020-08-06,2020-08-06,"user_1","user_1"
7026,"F","F",2018-11-05,"In","","Yes",2026,5,2018-08-17,2018-08-17,"user_1","user_1"
7027,"G","G",2019-07-23,"Out","No","",2027,4,2019-02-13,2019-02-13,"user_1","user_1"
7028,"H","H",2020-04-08,"In","","Yes",2028,4,2019-08-12,2019-08-12,"user_1","user_1"
7029,"I","I",2020-12-24,"Out","No","",2029,4,2020-02-08,2020-02-08,"user_1","user_1"
7030,"J","J",2021-09-10,"In","","Yes",2030,2,2020-08-06,2020-08-06,"user_1","user_1"
7031,"K","K",2018-11-05,"Out","No","",2031,6,2018-08-17,2018-08-17,"user_1","user_1"
7032,"L","L",2019-07-23,"In","","Yes",2032,1,2019-02-13,2019-02-13,"user_1","user_1"
7033,"M","M",2020-04-08,"Out","No","",2033,2,2019-08-12,2019-08-12,"user_1","user_1"
7034,"N","N",2020-12-24,"In","","Yes",2034,6,2020-02-08,2020-02-08,"user_1","user_1"
7035,"O","O",2021-09-10,"Out","No","",2035,1,2020-08-06,2020-08-06,"user_1","user_1"
7036,"P","P",2018-11-05,"In","","Yes",2036,4,2018-08-17,2018-08-17,"user_1","user_1"
7037,"Q","Q",2019-07-23,"Out","No","",2037,2,2019-02-13,2019-02-13,"user_1","user_1"
7038,"R","R",2020-04-08,"In","","Yes",2038,6,2019-08-12,2019-08-12,"user_1","user_1"
7039,"S","S",2020-12-24,"Out","No","",2039,6,2020-02-08,2020-02-08,"user_1","user_1"
7040,"T","T",2021-09-10,"In","","Yes",2040,5,2020-08-06,2020-08-06,"user_1","user_1"
7041,"A","A",2018-11-05,"Out","No","",2041,5,2018-08-17,2018-08-17,"user_1","user_1"
7042,"B","B",2019-07-23,"In","","Yes",2042,2,2019-02-13,2019-02-13,"user_1","user_1"
7043,"C","C",2020-04-08,"Out","No","",2043,6,2019-08-12,2019-08-12,"user_1","user_1"
7044,"D","D",2020-12-24,"In","","Yes",2044,1,2020-02-08,2020-02-08,"user_1","user_1"
7045,"E","E",2021-09-10,"Out","No","",2045,2,2020-08-06,2020-08-06,"user_1","user_1"
7046,"F","F",2018-11-05,"In","","Yes",2046,2,2018-08-17,2018-08-17,"user_1","user_1"
7047,"G","G",2019-07-23,"Out","No","",2047,2,2019-02-13,2019-02-13,"user_1","user_1"
7048,"H","H",2020-04-08,"In","","Yes",2048,4,2019-08-12,2019-08-12,"user_1","user_1"
7049,"I","I",2020-12-24,"Out","No","",2049,3,2020-02-08,2020-02-08,"user_1","user_1"
7050,"J","J",2021-09-10,"In","","Yes",2050,5,2020-08-06,2020-08-06,"user_1","user_1"
7051,"K","K",2018-11-05,"Out","No","",2051,2,2018-08-17,2018-08-17,"user_1","user_1"
7052,"L","L",2019-07-23,"In","","Yes",2052,4,2019-02-13,2019-02-13,"user_1","user_1"
7053,"M","M",2020-04-08,"Out","No","",2053,5,2019-08-12,2019-08-12,"user_1","user_1"
7054,"N","N",2020-12-24,"In","","Yes",2054,4,2020-02-08,2020-02-08,"user_1","user_1"
7055,"O","O",2021-09-10,"Out","No","",2055,1,2020-08-06,2020-08-06,"user_1","user_1"
7056,"P","P",2018-11-05,"In","","Yes",2056,4,2018-08-17,2018-08-17,"user_1","user_1"
7057,"Q","Q",2019-07-23,"Out","No","",2057,1,2019-02-13,2019-02-13,"user_1","user_1"
7058,"R","R",2020-04-08,"In","","Yes",2058,3,2019-08-12,2019-08-12,"user_1","user_1"
7059,"S","S",2020-12-24,"Out","No","",2059,5,2020-02-08,2020-02-08,"user_1","user_1"
7060,"T","T",2021-09-10,"In","","Yes",2060,1,2020-08-06,2020-08-06,"user_1","user_1"
7061,"A","A",2018-11-05,"Out","No","",2061,3,2018-08-17,2018-08-17,"user_1","user_1"
7062,"B","B",2019-07-23,"In","","Yes",2062,1,2019-02-13,2019-02-13,"user_1","user_1"
7063,"C","C",2020-04-08,"Out","No","",2063,4,2019-08-12,2019-08-12,"user_1","user_1"
7064,"D","D",2020-12-24,"In","","Yes",2064,6,2020-02-08,2020-02-08,"user_1","user_1"
7065,"E","E",2021-09-10,"Out","No","",2065,3,2020-08-06,2020-08-06,"user_1","user_1"
7066,"F","F",2018-11-05,"In","","Yes",2066,1,2018-08-17,2018-08-17,"user_1","user_1"
7067,"G","G",2019-07-23,"Out","No","",2067,4,2019-02-13,2019-02-13,"user_1","user_1"
7068,"H","H",2020-04-08,"In","","Yes",2068,2,2019-08-12,2019-08-12,"user_1","user_1"
7069,"I","I",2020-12-24,"Out","No","",2069,4,2020-02-08,2020-02-08,"user_1","user_1"
7070,"J","J",2021-09-10,"In","","Yes",2070,6,2020-08-06,2020-08-06,"user_1","user_1"
7071,"K","K",2018-11-05,"Out","No","",2071,4,2018-08-17,2018-08-17,"user_1","user_1"
7072,"L","L",2019-07-23,"In","","Yes",2072,3,2019-02-13,2019-02-13,"user_1","user_1"
7073,"M","M",2020-04-08,"Out","No","",2073,6,2019-08-12,2019-08-12,"user_1","user_1"
7074,"N","N",2020-12-24,"In","","Yes",2074,6,2020-02-08,2020-02-08,"user_1","user_1"
7075,"O","O",2021-09-10,"Out","No","",2075,1,2020-08-06,2020-08-06,"user_1","user_1"
7076,"P","P",2018-11-05,"In","","Yes",2076,1,2018-08-17,2018-08-17,"user_1","user_1"
7077,"Q","Q",2019-07-23,"Out","No","",2077,3,2019-02-13,2019-02-13,"user_1","user_1"
7078,"R","R",2020-04-08,"In","","Yes",2078,2,2019-08-12,2019-08-12,"user_1","user_1"
7079,"S","S",2020-12-24,"Out","No","",2079,1,2020-02-08,2020-02-08,"user_1","user_1"
7080,"T","T",2021-09-10,"In","","Yes",2080,1,2020-08-06,2020-08-06,"user_1","user_1"
7081,"A","A",2018-11-05,"Out","No","",2081,6,2018-08-17,2018-08-17,"user_1","user_1"
7082,"B","B",2019-07-23,"In","","Yes",2082,6,2019-02-13,2019-02-13,"user_1","user_1"
7083,"C","C",2020-04-08,"Out","No","",2083,2,2019-08-12,2019-08-12,"user_1","user_1"
7084,"D","D",2020-12-24,"In","","Yes",2084,6,2020-02-08,2020-02-08,"user_1","user_1"
7085,"E","E",2021-09-10,"Out","No","",2085,2,2020-08-06,2020-08-06,"user_1","user_1"
7086,"F","F",2018-11-05,"In","","Yes",2086,2,2018-08-17,2018-08-17,"user_1","user_1"
7087,"G","G",2019-07-23,"Out","No","",2087,2,2019-02-13,2019-02-13,"user_1","user_1"
7088,"H","H",2020-04-08,"In","","Yes",2088,4,2019-08-12,2019-08-12,"user_1","user_1"
7089,"I","I",2020-12-24,"Out","No","",2089,5,2020-02-08,2020-02-08,"user_1","user_1"
7090,"J","J",2021-09-10,"In","","Yes",2090,6,2020-08-06,2020-08-06,"user_1","user_1"
7091,"K","K",2018-11-05,"Out","No","",2091,1,2018-08-17,2018-08-17,"user_1","user_1"
7092,"L","L",2019-07-23,"In","","Yes",2092,6,2019-02-13,2019-02-13,"user_1","user_1"
7093,"M","M",2020-04-08,"Out","No","",2093,2,2019-08-12,2019-08-12,"user_1","user_1"
7094,"N","N",2020-12-24,"In","","Yes",2094,3,2020-02-08,2020-02-08,"user_1","user_1"
7095,"O","O",2021-09-10,"Out","No","",2095,5,2020-08-06,2020-08-06,"user_1","user_1"
7096,"P","P",2018-11-05,"In","","Yes",2096,1,2018-08-17,2018-08-17,"user_1","user_1"
7097,"Q","Q",2019-07-23,"Out","No","",2097,3,2019-02-13,2019-02-13,"user_1","user_1"
7098,"R","R",2020-04-08,"In","","Yes",2098,5,2019-08-12,2019-08-12,"user_1","user_1"
7099,"S","S",2020-12-24,"Out","No","",2099,3,2020-02-08,2020-02-08,"user_1","user_1"
7100,"T","T",2021-09-10,"In","","Yes",2100,1,2020-08-06,2020-08-06,"user_1","user_1"
7101,"A","A",2018-11-05,"Out","No","",2101,6,2018-08-17,2018-08-17,"user_1","user_1"
7102,"B","B",2019-07-23,"In","","Yes",2102,1,2019-02-13,2019-02-13,"user_1","user_1"
7103,"C","C",2020-04-08,"Out","No","",2103,4,2019-08-12,2019-08-12,"user_1","user_1"
7104,"D","D",2020-12-24,"In","","Yes",2104,2,2020-02-08,2020-02-08,"user_1","user_1"
7105,"E","E",2021-09-10,"Out","No","",2105,4,2020-08-06,2020-08-06,"user_1","user_1"
7106,"F","F",2018-11-05,"In","","Yes",2106,3,2018-08-17,2018-08-17,"user_1","user_1"
7107,"G","G",2019-07-23,"Out","No","",2107,6,2019-02-13,2019-02-13,"user_1","user_1"
7108,"H","H",2020-04-08,"In","","Yes",2108,2,2019-08-12,2019-08-12,"user_1","user_1"
7109,"I","I",2020-12-24,"Out","No","",2109,4,2020-02-08,2020-02-08,"user_1","user_1"
7110,"J","J",2021-09-10,"In","","Yes",2110,4,2020-08-06,2020-08-06,"user_1","user_1"
7111,"K","K",2018-11-05,"Out","No","",2111,2,2018-08-17,2018-08-17,"user_1","user_1"
7112,"L","L",2019-07-23,"In","","Yes",2112,5,2019-02-13,2019-02-13,"user_1","user_1"
7113,"M","M",2020-04-08,"Out","No","",2113,1,2019-08-12,2019-08-12,"user_1","user_1"
7114,"N","N",2020-12-24,"In","","Yes",2114,4,2020-02-08,2020-02-08,"user_1","user_1"
7115,"O","O",2021-09-10,"Out","No","",2115,5,2020-08-06,2020-08-06,"user_1","user_1"
7116,"P","P",2018-11-05,"In","","Yes",2116,1,2018-08-17,2018-08-17,"user_1","user_1"
7117,"Q","Q",2019-07-23,"Out","No","",2117,2,2019-02-13,2019-02-13,"user_1","user_1"
7118,"R","R",2020-04-08,"In","","Yes",2118,3,2019-08-12,2019-08-12,"user_1","user_1"
7119,"S","S",2020-12-24,"Out","No","",2119,2,2020-02-08,2020-02-08,"user_1","user_1"
7120,"T","T",2021-09-10,"In","","Yes",2120,4,2020-08-06,2020-08-06,"user_1","user_1"
7121,"A","A",2018-11-05,"Out","No","",2121,1,2018-08-17,2018-08-17,"user_1","user_1"
7122,"B","B",2019-07-23,"In","","Yes",2122,3,2019-02-13,2019-02-13,"user_1","user_1"
7123,"C","C",2020-04-08,"Out","No","",2123,3,2019-08-12,2019-08-12,"user_1","user_1"
7124,"D","D",2020-12-24,"In","","Yes",2124,3,2020-02-08,2020-02-08,"user_1","user_1"
7125,"E","E",2021-09-10,"Out","No","",2125,3,2020-08-06,2020-08-06,"user_1","user_1"
7126,"F","F",2018-11-05,"In","","Yes",2126,2,2018-08-17,2018-08-17,"user_1","user_1"
7127,"G","G",2019-07-23,"Out","No","",2127,3,2019-02-13,2019-02-13,"user_1","user_1"
7128,"H","H",2020-04-08,"In","","Yes",2128,2,2019-08-12,2019-08-12,"user_1","user_1"
7129,"I","I",2020-12-24,"Out","No","",2129,3,2020-02-08,2020-02-08,"user_1","user_1"
7130,"J","J",2021-09-10,"In","","Yes",2130,3,2020-08-06,2020-08-06,"user_1","user_1"
7131,"K","K",2018-11-05,"Out","No","",2131,2,2018-08-17,2018-08-17,"user_1","user_1"
7132,"L","L",2019-07-23,"In","","Yes",2132,2,2019-02-13,2019-02-13,"user_1","user_1"
7133,"M","M",2020-04-08,"Out","No","",2133,1,2019-08-12,2019-08-12,"user_1","user_1"
7134,"N","N",2020-12-24,"In","","Yes",2134,4,2020-02-08,2020-02-08,"user_1","user_1"
7135,"O","O",2021-09-10,"Out","No","",2135,1,2020-08-06,2020-08-06,"user_1","user_1"
7136,"P","P",2018-11-05,"In","","Yes",2136,2,2018-08-17,2018-08-17,"user_1","user_1"
7137,"Q","Q",2019-07-23,"Out","No","",2137,6,2019-02-13,2019-02-13,"user_1","user_1"
7138,"R","R",2020-04-08,"In","","Yes",2138,4,2019-08-12,2019-08-12,"user_1","user_1"
7139,"S","S",2020-12-24,"Out","No","",2139,2,2020-02-08,2020-02-08,"user_1","user_1"
7140,"T","T",2021-09-10,"In","","Yes",2140,1,2020-08-06,2020-08-06,"user_1","user_1"
7141,"A","A",2018-11-05,"Out","No","",2141,6,2018-08-17,2018-08-17,"user_1","user_1"
7142,"B","B",2019-07-23,"In","","Yes",2142,2,2019-02-13,2019-02-13,"user_1","user_1"
7143,"C","C",2020-04-08,"Out","No","",2143,6,2019-08-12,2019-08-12,"user_1","user_1"
7144,"D","D",2020-12-24,"In","","Yes",2144,1,2020-02-08,2020-02-08,"user_1","user_1"
7145,"E","E",2021-09-10,"Out","No","",2145,2,2020-08-06,2020-08-06,"user_1","user_1"
7146,"F","F",2018-11-05,"In","","Yes",2146,6,2018-08-17,2018-08-17,"user_1","user_1"
7147,"G","G",2019-07-23,"Out","No","",2147,4,2019-02-13,2019-02-13,"user_1","user_1"
7148,"H","H",2020-04-08,"In","","Yes",2148,3,2019-08-12,2019-08-12,"user_1","user_1"
7149,"I","I",2020-12-24,"Out","No","",2149,1,2020-02-08,2020-02-08,"user_1","user_1"
7150,"J","J",2021-09-10,"In","","Yes",2150,6,2020-08-06,2020-08-06,"user_1","user_1"
7151,"K","K",2018-11-05,"Out","No","",2151,5,2018-08-17,2018-08-17,"user_1","user_1"
7152,"L","L",2019-07-23,"In","","Yes",2152,3,2019-02-13,2019-02-13,"user_1","user_1"
7153,"M","M",2020-04-08,"Out","No","",2153,2,2019-08-12,2019-08-12,"user_1","user_1"
7154,"N","N",2020-12-24,"In","","Yes",2154,6,2020-02-08,2020-02-08,"user_1","user_1"
7155,"O","O",2021-09-10,"Out","No","",2155,3,2020-08-06,2020-08-06,"user_1","user_1"
7156,"P","P",2018-11-05,"In","","Yes",2156,5,2018-08-17,2018-08-17,"user_1","user_1"
7157,"Q","Q",2019-07-23,"Out","No","",2157,5,2019-02-13,2019-02-13,"user_1","user_1"
7158,"R","R",2020-04-08,"In","","Yes",2158,1,2019-08-12,2019-08-12,"user_1","user_1"
7159,"S","S",2020-12-24,"Out","No","",2159,4,2020-02-08,2020-02-08,"user_1","user_1"
7160,"T","T",2021-09-10,"In","","Yes",2160,5,2020-08-06,2020-08-06,"user_1","user_1"
7161,"A","A",2018-11-05,"Out","No","",2161,2,2018-08-17,2018-08-17,"user_1","user_1"
7162,"B","B",2019-07-23,"In","","Yes",2162,2,2019-02-13,2019-02-13,"user_1","user_1"
7163,"C","C",2020-04-08,"Out","No","",2163,1,2019-08-12,2019-08-12,"user_1","user_1"
7164,"D","D",2020-12-24,"In","","Yes",2164,4,2020-02-08,2020-02-08,"user_1","user_1"
7165,"E","E",2021-09-10,"Out","No","",2165,3,2020-08-06,2020-08-06,"user_1","user_1"
7166,"F","F",2018-11-05,"In","","Yes",2166,3,2018-08-17,2018-08-17,"user_1","user_1"
7167,"G","G",2019-07-23,"Out","No","",2167,3,2019-02-13,2019-02-13,"user_1","user_1"
7168,"H","H",2020-04-08,"In","","Yes",2168,4,2019-08-12,2019-08-12,"user_1","user_1"
7169,"I","I",2020-12-24,"Out","No","",2169,2,2020-02-08,2020-02-08,"user_1","user_1"
7170,"J","J",2021-09-10,"In","","Yes",2170,1,2020-08-06,2020-08-06,"user_1","user_1"
7171,"K","K",2018-11-05,"Out","No","",2171,2,2018-08-17,2018-08-17,"user_1","user_1"
7172,"L","L",2019-07-23,"In","","Yes",2172,6,2019-02-13,2019-02-13,"user_1","user_1"
7173,"M","M",2020-04-08,"Out","No","",2173,5,2019-08-12,2019-08-12,"user_1","user_1"
7174,"N","N",2020-12-24,"In","","Yes",2174,4,2020-02-08,2020-02-08,"user_1","user_1"
7175,"O","O",2021-09-10,"Out","No","",2175,3,2020-08-06,2020-08-06,"user_1","user_1"
7176,"P","P",2018-11-05,"In","","Yes",2176,3,2018-08-17,2018-08-17,"user_1","user_1"
7177,"Q","Q",2019-07-23,"Out","No","",2177,4,2019-02-13,2019-02-13,"user_1","user_1"
7178,"R","R",2020-04-08,"In","","Yes",2178,4,2019-08-12,2019-08-12,"user_1","user_1"
7179,"S","S",2020-12-24,"Out","No","",2179,6,2020-02-08,2020-02-08,"user_1","user_1"
7180,"T","T",2021-09-10,"In","","Yes",2180,4,2020-08-06,2020-08-06,"user_1","user_1"
7181,"A","A",2018-11-05,"Out","No","",2181,2,2018-08-17,2018-08-17,"user_1","user_1"
7182,"B","B",2019-07-23,"In","","Yes",2182,1,2019-02-13,2019-02-13,"user_1","user_1"
7183,"C","C",2020-04-08,"Out","No","",2183,5,2019-08-12,2019-08-12,"user_1","user_1"
7184,"D","D",2020-12-24,"In","","Yes",2184,3,2020-02-08,2020-02-08,"user_1","user_1"
7185,"E","E",2021-09-10,"Out","No","",2185,5,2020-08-06,2020-08-06,"user_1","user_1"
7186,"F","F",2018-11-05,"In","","Yes",2186,6,2018-08-17,2018-08-17,"user_1","user_1"
7187,"G","G",2019-07-23,"Out","No","",2187,1,2019-02-13,2019-02-13,"user_1","user_1"
7188,"H","H",2020-04-08,"In","","Yes",2188,3,2019-08-12,2019-08-12,"user_1","user_1"
7189,"I","I",2020-12-24,"Out","No","",2189,3,2020-02-08,2020-02-08,"user_1","user_1"
7190,"J","J",2021-09-10,"In","","Yes",2190,2,2020-08-06,2020-08-06,"user_1","user_1"
7191,"K","K",2018-11-05,"Out","No","",2191,1,2018-08-17,2018-08-17,"user_1","user_1"
7192,"L","L",2019-07-23,"In","","Yes",2192,1,2019-02-13,2019-02-13,"user_1","user_1"
7193,"M","M",2020-04-08,"Out","No","",2193,2,2019-08-12,2019-08-12,"user_1","user_1"
7194,"N","N",2020-12-24,"In","","Yes",2194,5,2020-02-08,2020-02-08,"user_1","user_1"
7195,"O","O",2021-09-10,"Out","No","",2195,1,2020-08-06,2020-08-06,"user_1","user_1"
7196,"P","P",2018-11-05,"In","","Yes",2196,2,2018-08-17,2018-08-17,"user_1","user_1"
7197,"Q","Q",2019-07-23,"Out","No","",2197,2,2019-02-13,2019-02-13,"user_1","user_1"
7198,"R","R",2020-04-08,"In","","Yes",2198,5,2019-08-12,2019-08-12,"user_1","user_1"
7199,"S","S",2020-12-24,"Out","No","",2199,1,2020-02-08,2020-02-08,"user_1","user_1"
7200,"T","T",2021-09-10,"In","","Yes",2200,2,2020-08-06,2020-08-06,"user_1","user_1"
7201,"A","A",2018-11-05,"Out","No","",2201,3,2018-08-17,2018-08-17,"user_1","user_1"
7202,"B","B",2019-07-23,"In","","Yes",2202,2,2019-02-13,2019-02-13,"user_1","user_1"
7203,"C","C",2020-04-08,"Out","No","",2203,1,2019-08-12,2019-08-12,"user_1","user_1"
7204,"D","D",2020-12-24,"In","","Yes",2204,6,2020-02-08,2020-02-08,"user_1","user_1"
7205,"E","E",2021-09-10,"Out","No","",2205,2,2020-08-06,2020-08-06,"user_1","user_1"
7206,"F","F",2018-11-05,"In","","Yes",2206,6,2018-08-17,2018-08-17,"user_1","user_1"
7207,"G","G",2019-07-23,"Out","No","",2207,6,2019-02-13,2019-02-13,"user_1","user_1"
7208,"H","H",2020-04-08,"In","","Yes",2208,3,2019-08-12,2019-08-12,"user_1","user_1"
7209,"I","I",2020-12-24,"Out","No","",2209,5,2020-02-08,2020-02-08,"user_1","user_1"
7210,"J","J",2021-09-10,"In","","Yes",2210,3,2020-08-06,2020-08-06,"user_1","user_1"
7211,"K","K",2018-11-05,"Out","No","",2211,5,2018-08-17,2018-08-17,"user_1","user_1"
7212,"L","L",2019-07-23,"In","","Yes",2212,1,2019-02-13,2019-02-13,"user_1","user_1"
7213,"M","M",2020-04-08,"Out","No","",2213,6,2019-08-12,2019-08-12,"user_1","user_1"
7214,"N","N",2020-12-24,"In","","Yes",2214,2,2020-02-08,2020-02-08,"user_1","user_1"
7215,"O","O",2021-09-10,"Out","No","",2215,5,2020-08-06,2020-08-06,"user_1","user_1"
7216,"P","P",2018-11-05,"In","","Yes",2216,4,2018-08-17,2018-08-17,"user_1","user_1"
7217,"Q","Q",2019-07-23,"Out","No","",2217,6,2019-02-13,2019-02-13,"user_1","user_1"
7218,"R","R",2020-04-08,"In","","Yes",2218,2,2019-08-12,2019-08-12,"user_1","user_1"
7219,"S","S",2020-12-24,"Out","No","",2219,5,2020-02-08,2020-02-08,"user_1","user_1"
7220,"T","T",2021-09-10,"In","","Yes",2220,2,2020-08-06,2020-08-06,"user_1","user_1"
7221,"A","A",2018-11-05,"Out","No","",2221,5,2018-08-17,2018-08-17,"user_1","user_1"
7222,"B","B",2019-07-23,"In","","Yes",2222,4,2019-02-13,2019-02-13,"user_1","user_1"
7223,"C","C",2020-04-08,"Out","No","",2223,4,2019-08-12,2019-08-12,"user_1","user_1"
7224,"D","D",2020-12-24,"In","","Yes",2224,2,2020-02-08,2020-02-08,"user_1","user_1"
7225,"E","E",2021-09-10,"Out","No","",2225,5,2020-08-06,2020-08-06,"user_1","user_1"
7226,"F","F",2018-11-05,"In","","Yes",2226,5,2018-08-17,2018-08-17,"user_1","user_1"
7227,"G","G",2019-07-23,"Out","No","",2227,4,2019-02-13,2019-02-13,"user_1","user_1"
7228,"H","H",2020-04-08,"In","","Yes",2228,2,2019-08-12,2019-08-12,"user_1","user_1"
7229,"I","I",2020-12-24,"Out","No","",2229,5,2020-02-08,2020-02-08,"user_1","user_1"
7230,"J","J",2021-09-10,"In","","Yes",2230,4,2020-08-06,2020-08-06,"user_1","user_1"
7231,"K","K",2018-11-05,"Out","No","",2231,6,2018-08-17,2018-08-17,"user_1","user_1"
7232,"L","L",2019-07-23,"In","","Yes",2232,1,2019-02-13,2019-02-13,"user_1","user_1"
7233,"M","M",2020-04-08,"Out","No","",2233,6,2019-08-12,2019-08-12,"user_1","user_1"
7234,"N","N",2020-12-24,"In","","Yes",2234,2,2020-02-08,2020-02-08,"user_1","user_1"
7235,"O","O",2021-09-10,"Out","No","",2235,2,2020-08-06,2020-08-06,"user_1","user_1"
7236,"P","P",2018-11-05,"In","","Yes",2236,4,2018-08-17,2018-08-17,"user_1","user_1"
7237,"Q","Q",2019-07-23,"Out","No","",2237,4,2019-02-13,2019-02-13,"user_1","user_1"
7238,"R","R",2020-04-08,"In","","Yes",2238,6,2019-08-12,2019-08-12,"user_1","user_1"
7239,"S","S",2020-12-24,"Out","No","",2239,1,2020-02-08,2020-02-08,"user_1","user_1"
7240,"T","T",2021-09-10,"In","","Yes",2240,2,2020-08-06,2020-08-06,"user_1","user_1"
7241,"A","A",2018-11-05,"Out","No","",2241,2,2018-08-17,2018-08-17,"user_1","user_1"
7242,"B","B",2019-07-23,"In","","Yes",2242,3,2019-02-13,2019-02-13,"user_1","user_1"
7243,"C","C",2020-04-08,"Out","No","",2243,5,2019-08-12,2019-08-12,"user_1","user_1"
7244,"D","D",2020-12-24,"In","","Yes",2244,2,2020-02-08,2020-02-08,"user_1","user_1"
7245,"E","E",2021-09-10,"Out","No","",2245,3,2020-08-06,2020-08-06,"user_1","user_1"
7246,"F","F",2018-11-05,"In","","Yes",2246,1,2018-08-17,2018-08-17,"user_1","user_1"
7247,"G","G",2019-07-23,"Out","No","",2247,5,2019-02-13,2019-02-13,"user_1","user_1"
7248,"H","H",2020-04-08,"In","","Yes",2248,4,2019-08-12,2019-08-12,"user_1","user_1"
7249,"I","I",2020-12-24,"Out","No","",2249,5,2020-02-08,2020-02-08,"user_1","user_1"
7250,"J","J",2021-09-10,"In","","Yes",2250,6,2020-08-06,2020-08-06,"user_1","user_1"
7251,"K","K",2018-11-05,"Out","No","",2251,1,2018-08-17,2018-08-17,"user_1","user_1"
7252,"L","L",2019-07-23,"In","","Yes",2252,2,2019-02-13,2019-02-13,"user_1","user_1"
7253,"M","M",2020-04-08,"Out","No","",2253,2,2019-08-12,2019-08-12,"user_1","user_1"
7254,"N","N",2020-12-24,"In","","Yes",2254,2,2020-02-08,2020-02-08,"user_1","user_1"
7255,"O","O",2021-09-10,"Out","No","",2255,2,2020-08-06,2020-08-06,"user_1","user_1"
7256,"P","P",2018-11-05,"In","","Yes",2256,1,2018-08-17,2018-08-17,"user_1","user_1"
7257,"Q","Q",2019-07-23,"Out","No","",2257,1,2019-02-13,2019-02-13,"user_1","user_1"
7258,"R","R",2020-04-08,"In","","Yes",2258,1,2019-08-12,2019-08-12,"user_1","user_1"
7259,"S","S",2020-12-24,"Out","No","",2259,4,2020-02-08,2020-02-08,"user_1","user_1"
7260,"T","T",2021-09-10,"In","","Yes",2260,1,2020-08-06,2020-08-06,"user_1","user_1"
7261,"A","A",2018-11-05,"Out","No","",2261,2,2018-08-17,2018-08-17,"user_1","user_1"
7262,"B","B",2019-07-23,"In","","Yes",2262,4,2019-02-13,2019-02-13,"user_1","user_1"
7263,"C","C",2020-04-08,"Out","No","",2263,1,2019-08-12,2019-08-12,"user_1","user_1"
7264,"D","D",2020-12-24,"In","","Yes",2264,6,2020-02-08,2020-02-08,"user_1","user_1"
7265,"E","E",2021-09-10,"Out","No","",2265,5,2020-08-06,2020-08-06,"user_1","user_1"
7266,"F","F",2018-11-05,"In","","Yes",2266,3,2018-08-17,2018-08-17,"user_1","user_1"
7267,"G","G",2019-07-23,"Out","No","",2267,6,2019-02-13,2019-02-13,"user_1","user_1"
7268,"H","H",2020-04-08,"In","","Yes",2268,1,2019-08-12,2019-08-12,"user_1","user_1"
7269,"I","I",2020-12-24,"Out","No","",2269,5,2020-02-08,2020-02-08,"user_1","user_1"
7270,"J","J",2021-09-10,"In","","Yes",2270,3,2020-08-06,2020-08-06,"user_1","user_1"
7271,"K","K",2018-11-05,"Out","No","",2271,4,2018-08-17,2018-08-17,"user_1","user_1"
7272,"L","L",2019-07-23,"In","","Yes",2272,1,2019-02-13,2019-02-13,"user_1","user_1"
7273,"M","M",2020-04-08,"Out","No","",2273,4,2019-08-12,2019-08-12,"user_1","user_1"
7274,"N","N",2020-12-24,"In","","Yes",2274,1,2020-02-08,2020-02-08,"user_1","user_1"
7275,"O","O",2021-09-10,"Out","No","",2275,2,2020-08-06,2020-08-06,"user_1","user_1"
7276,"P","P",2018-11-05,"In","","Yes",2276,5,2018-08-17,2018-08-17,"user_1","user_1"
7277,"Q","Q",2019-07-23,"Out","No","",2277,6,2019-02-13,2019-02-13,"user_1","user_1"
7278,"R","R",2020-04-08,"In","","Yes",2278,2,2019-08-12,2019-08-12,"user_1","user_1"
7279,"S","S",2020-12-24,"Out","No","",2279,3,2020-02-08,2020-02-08,"user_1","user_1"
7280,"T","T",2021-09-10,"In","","Yes",2280,3,2020-08-06,2020-08-06,"user_1","user_1"
7281,"A","A",2018-11-05,"Out","No","",2281,4,2018-08-17,2018-08-17,"user_1","user_1"
7282,"B","B",2019-07-23,"In","","Yes",2282,2,2019-02-13,2019-02-13,"user_1","user_1"
7283,"C","C",2020-04-08,"Out","No","",2283,1,2019-08-12,2019-08-12,"user_1","user_1"
