"id","first_name","last_name","date_of_migration","migration_type","from_region","individual_id","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
9184,"D","D","2020-12-24","In","yes",4184,6,"2020-02-08","2020-02-08","user_1","user_1"
9185,"E","E","2021-09-10","In","yes",4185,6,"2020-08-06","2020-08-06","user_1","user_1"
9186,"F","F","2018-11-05","In","yes",4186,6,"2018-08-17","2018-08-17","user_1","user_1"
9187,"G","G","2019-07-23","In","yes",4187,6,"2019-02-13","2019-02-13","user_1","user_1"
9188,"H","H","2020-04-08","In","yes",4188,6,"2019-08-12","2019-08-12","user_1","user_1"
9189,"I","I","2020-12-24","In","yes",4189,6,"2020-02-08","2020-02-08","user_1","user_1"
9190,"J","J","2021-09-10","In","yes",4190,6,"2020-08-06","2020-08-06","user_1","user_1"
9191,"K","K","2018-11-05","In","yes",4191,6,"2018-08-17","2018-08-17","user_1","user_1"
9192,"L","L","2019-07-23","In","yes",4192,6,"2019-02-13","2019-02-13","user_1","user_1"
9193,"M","M","2020-04-08","In","yes",4193,6,"2019-08-12","2019-08-12","user_1","user_1"
9194,"N","N","2020-12-24","In","yes",4194,6,"2020-02-08","2020-02-08","user_1","user_1"
9195,"O","O","2021-09-10","In","yes",4195,6,"2020-08-06","2020-08-06","user_1","user_1"
9196,"P","P","2018-11-05","In","yes",4196,6,"2018-08-17","2018-08-17","user_1","user_1"
9197,"Q","Q","2019-07-23","In","yes",4197,6,"2019-02-13","2019-02-13","user_1","user_1"
9198,"R","R","2020-04-08","In","yes",4198,6,"2019-08-12","2019-08-12","user_1","user_1"
9199,"S","S","2020-12-24","In","yes",4199,6,"2020-02-08","2020-02-08","user_1","user_1"
9200,"T","T","2021-09-10","In","yes",4200,6,"2020-08-06","2020-08-06","user_1","user_1"
9201,"A","A","2018-11-05","In","yes",4201,6,"2018-08-17","2018-08-17","user_1","user_1"
9202,"B","B","2019-07-23","In","yes",4202,6,"2019-02-13","2019-02-13","user_1","user_1"
9203,"C","C","2020-04-08","In","yes",4203,6,"2019-08-12","2019-08-12","user_1","user_1"
9204,"D","D","2020-12-24","In","yes",4204,6,"2020-02-08","2020-02-08","user_1","user_1"
9205,"E","E","2021-09-10","In","yes",4205,6,"2020-08-06","2020-08-06","user_1","user_1"
9206,"F","F","2018-11-05","In","yes",4206,6,"2018-08-17","2018-08-17","user_1","user_1"
9207,"G","G","2019-07-23","In","yes",4207,6,"2019-02-13","2019-02-13","user_1","user_1"
9208,"H","H","2020-04-08","In","yes",4208,6,"2019-08-12","2019-08-12","user_1","user_1"
9209,"I","I","2020-12-24","In","yes",4209,6,"2020-02-08","2020-02-08","user_1","user_1"
9210,"J","J","2021-09-10","In","yes",4210,6,"2020-08-06","2020-08-06","user_1","user_1"
9211,"K","K","2018-11-05","In","yes",4211,6,"2018-08-17","2018-08-17","user_1","user_1"
9212,"L","L","2019-07-23","In","yes",4212,6,"2019-02-13","2019-02-13","user_1","user_1"
9213,"M","M","2020-04-08","In","yes",4213,6,"2019-08-12","2019-08-12","user_1","user_1"
9214,"N","N","2020-12-24","In","yes",4214,6,"2020-02-08","2020-02-08","user_1","user_1"
9215,"O","O","2021-09-10","In","yes",4215,6,"2020-08-06","2020-08-06","user_1","user_1"
9216,"P","P","2018-11-05","In","yes",4216,6,"2018-08-17","2018-08-17","user_1","user_1"
9217,"Q","Q","2019-07-23","In","yes",4217,6,"2019-02-13","2019-02-13","user_1","user_1"
9218,"R","R","2020-04-08","In","yes",4218,6,"2019-08-12","2019-08-12","user_1","user_1"
9219,"S","S","2020-12-24","In","yes",4219,6,"2020-02-08","2020-02-08","user_1","user_1"
9220,"T","T","2021-09-10","In","yes",4220,6,"2020-08-06","2020-08-06","user_1","user_1"
9221,"A","A","2018-11-05","In","yes",4221,6,"2018-08-17","2018-08-17","user_1","user_1"
9222,"B","B","2019-07-23","In","yes",4222,6,"2019-02-13","2019-02-13","user_1","user_1"
9223,"C","C","2020-04-08","In","yes",4223,6,"2019-08-12","2019-08-12","user_1","user_1"
9224,"D","D","2020-12-24","In","yes",4224,6,"2020-02-08","2020-02-08","user_1","user_1"
9225,"E","E","2021-09-10","In","yes",4225,6,"2020-08-06","2020-08-06","user_1","user_1"
9226,"F","F","2018-11-05","In","yes",4226,6,"2018-08-17","2018-08-17","user_1","user_1"
9227,"G","G","2019-07-23","In","yes",4227,6,"2019-02-13","2019-02-13","user_1","user_1"
9228,"H","H","2020-04-08","In","yes",4228,6,"2019-08-12","2019-08-12","user_1","user_1"
9229,"I","I","2020-12-24","In","yes",4229,6,"2020-02-08","2020-02-08","user_1","user_1"
9230,"J","J","2021-09-10","In","yes",4230,6,"2020-08-06","2020-08-06","user_1","user_1"
9231,"K","K","2018-11-05","In","yes",4231,6,"2018-08-17","2018-08-17","user_1","user_1"
9232,"L","L","2019-07-23","In","yes",4232,6,"2019-02-13","2019-02-13","user_1","user_1"
9233,"M","M","2020-04-08","In","yes",4233,6,"2019-08-12","2019-08-12","user_1","user_1"
9234,"N","N","2020-12-24","In","yes",4234,6,"2020-02-08","2020-02-08","user_1","user_1"
9235,"O","O","2021-09-10","In","yes",4235,6,"2020-08-06","2020-08-06","user_1","user_1"
9236,"P","P","2018-11-05","In","yes",4236,6,"2018-08-17","2018-08-17","user_1","user_1"
9237,"Q","Q","2019-07-23","In","yes",4237,6,"2019-02-13","2019-02-13","user_1","user_1"
9238,"R","R","2020-04-08","In","yes",4238,6,"2019-08-12","2019-08-12","user_1","user_1"
9239,"S","S","2020-12-24","In","yes",4239,6,"2020-02-08","2020-02-08","user_1","user_1"
9240,"T","T","2021-09-10","In","yes",4240,6,"2020-08-06","2020-08-06","user_1","user_1"
9241,"A","A","2018-11-05","In","yes",4241,6,"2018-08-17","2018-08-17","user_1","user_1"
9242,"B","B","2019-07-23","In","yes",4242,6,"2019-02-13","2019-02-13","user_1","user_1"
9243,"C","C","2020-04-08","In","yes",4243,6,"2019-08-12","2019-08-12","user_1","user_1"
9244,"D","D","2020-12-24","In","yes",4244,6,"2020-02-08","2020-02-08","user_1","user_1"
9245,"E","E","2021-09-10","In","yes",4245,6,"2020-08-06","2020-08-06","user_1","user_1"
9246,"F","F","2018-11-05","In","yes",4246,6,"2018-08-17","2018-08-17","user_1","user_1"
9247,"G","G","2019-07-23","In","yes",4247,6,"2019-02-13","2019-02-13","user_1","user_1"
9248,"H","H","2020-04-08","In","yes",4248,6,"2019-08-12","2019-08-12","user_1","user_1"
9249,"I","I","2020-12-24","In","yes",4249,6,"2020-02-08","2020-02-08","user_1","user_1"
9250,"J","J","2021-09-10","In","yes",4250,6,"2020-08-06","2020-08-06","user_1","user_1"
9251,"K","K","2018-11-05","In","yes",4251,6,"2018-08-17","2018-08-17","user_1","user_1"
9252,"L","L","2019-07-23","In","yes",4252,6,"2019-02-13","2019-02-13","user_1","user_1"
9253,"M","M","2020-04-08","In","yes",4253,6,"2019-08-12","2019-08-12","user_1","user_1"
9254,"N","N","2020-12-24","In","yes",4254,6,"2020-02-08","2020-02-08","user_1","user_1"
9255,"O","O","2021-09-10","In","yes",4255,6,"2020-08-06","2020-08-06","user_1","user_1"
9256,"P","P","2018-11-05","In","yes",4256,6,"2018-08-17","2018-08-17","user_1","user_1"
9257,"Q","Q","2019-07-23","In","yes",4257,6,"2019-02-13","2019-02-13","user_1","user_1"
9258,"R","R","2020-04-08","In","yes",4258,6,"2019-08-12","2019-08-12","user_1","user_1"
9259,"S","S","2020-12-24","In","yes",4259,6,"2020-02-08","2020-02-08","user_1","user_1"
9260,"T","T","2021-09-10","In","yes",4260,6,"2020-08-06","2020-08-06","user_1","user_1"
9261,"A","A","2018-11-05","In","yes",4261,6,"2018-08-17","2018-08-17","user_1","user_1"
9262,"B","B","2019-07-23","In","yes",4262,6,"2019-02-13","2019-02-13","user_1","user_1"
9263,"C","C","2020-04-08","In","yes",4263,6,"2019-08-12","2019-08-12","user_1","user_1"
9264,"D","D","2020-12-24","In","yes",4264,6,"2020-02-08","2020-02-08","user_1","user_1"
9265,"E","E","2021-09-10","In","yes",4265,6,"2020-08-06","2020-08-06","user_1","user_1"
9266,"F","F","2018-11-05","In","yes",4266,6,"2018-08-17","2018-08-17","user_1","user_1"
9267,"G","G","2019-07-23","In","yes",4267,6,"2019-02-13","2019-02-13","user_1","user_1"
9268,"H","H","2020-04-08","In","yes",4268,6,"2019-08-12","2019-08-12","user_1","user_1"
9269,"I","I","2020-12-24","In","yes",4269,6,"2020-02-08","2020-02-08","user_1","user_1"
9270,"J","J","2021-09-10","In","yes",4270,6,"2020-08-06","2020-08-06","user_1","user_1"
9271,"K","K","2018-11-05","In","yes",4271,6,"2018-08-17","2018-08-17","user_1","user_1"
9272,"L","L","2019-07-23","In","yes",4272,6,"2019-02-13","2019-02-13","user_1","user_1"
9273,"M","M","2020-04-08","In","yes",4273,6,"2019-08-12","2019-08-12","user_1","user_1"
9274,"N","N","2020-12-24","In","yes",4274,6,"2020-02-08","2020-02-08","user_1","user_1"
9275,"O","O","2021-09-10","In","yes",4275,6,"2020-08-06","2020-08-06","user_1","user_1"
9276,"P","P","2018-11-05","In","yes",4276,6,"2018-08-17","2018-08-17","user_1","user_1"
9277,"Q","Q","2019-07-23","In","yes",4277,6,"2019-02-13","2019-02-13","user_1","user_1"
9278,"R","R","2020-04-08","In","yes",4278,6,"2019-08-12","2019-08-12","user_1","user_1"
9279,"S","S","2020-12-24","In","yes",4279,6,"2020-02-08","2020-02-08","user_1","user_1"
9280,"T","T","2021-09-10","In","yes",4280,6,"2020-08-06","2020-08-06","user_1","user_1"
9281,"A","A","2018-11-05","In","yes",4281,6,"2018-08-17","2018-08-17","user_1","user_1"
9282,"B","B","2019-07-23","In","yes",4282,6,"2019-02-13","2019-02-13","user_1","user_1"
9283,"C","C","2020-04-08","In","yes",4283,6,"2019-08-12","2019-08-12","user_1","user_1"
9284,"D","D","2020-12-24","In","yes",4284,6,"2020-02-08","2020-02-08","user_1","user_1"
9285,"E","E","2021-09-10","In","yes",4285,6,"2020-08-06","2020-08-06","user_1","user_1"
9286,"F","F","2018-11-05","In","yes",4286,6,"2018-08-17","2018-08-17","user_1","user_1"
9287,"G","G","2019-07-23","In","yes",4287,6,"2019-02-13","2019-02-13","user_1","user_1"
9288,"H","H","2020-04-08","In","yes",4288,6,"2019-08-12","2019-08-12","user_1","user_1"
9289,"I","I","2020-12-24","In","yes",4289,6,"2020-02-08","2020-02-08","user_1","user_1"
9290,"J","J","2021-09-10","In","yes",4290,6,"2020-08-06","2020-08-06","user_1","user_1"
9291,"K","K","2018-11-05","In","yes",4291,6,"2018-08-17","2018-08-17","user_1","user_1"
9292,"L","L","2019-07-23","In","yes",4292,6,"2019-02-13","2019-02-13","user_1","user_1"
9293,"M","M","2020-04-08","In","yes",4293,6,"2019-08-12","2019-08-12","user_1","user_1"
9294,"N","N","2020-12-24","In","yes",4294,6,"2020-02-08","2020-02-08","user_1","user_1"
9295,"O","O","2021-09-10","In","yes",4295,6,"2020-08-06","2020-08-06","user_1","user_1"
9296,"P","P","2018-11-05","In","yes",4296,6,"2018-08-17","2018-08-17","user_1","user_1"
9297,"Q","Q","2019-07-23","In","yes",4297,6,"2019-02-13","2019-02-13","user_1","user_1"
9298,"R","R","2020-04-08","In","yes",4298,6,"2019-08-12","2019-08-12","user_1","user_1"
9299,"S","S","2020-12-24","In","yes",4299,6,"2020-02-08","2020-02-08","user_1","user_1"
9300,"T","T","2021-09-10","In","yes",4300,6,"2020-08-06","2020-08-06","user_1","user_1"
9301,"A","A","2018-11-05","In","yes",4301,6,"2018-08-17","2018-08-17","user_1","user_1"
9302,"B","B","2019-07-23","In","yes",4302,6,"2019-02-13","2019-02-13","user_1","user_1"
9303,"C","C","2020-04-08","In","yes",4303,6,"2019-08-12","2019-08-12","user_1","user_1"
9304,"D","D","2020-12-24","In","yes",4304,6,"2020-02-08","2020-02-08","user_1","user_1"
9305,"E","E","2021-09-10","In","yes",4305,6,"2020-08-06","2020-08-06","user_1","user_1"
9306,"F","F","2018-11-05","In","yes",4306,6,"2018-08-17","2018-08-17","user_1","user_1"
9307,"G","G","2019-07-23","In","yes",4307,6,"2019-02-13","2019-02-13","user_1","user_1"
9308,"H","H","2020-04-08","In","yes",4308,6,"2019-08-12","2019-08-12","user_1","user_1"
9309,"I","I","2020-12-24","In","yes",4309,6,"2020-02-08","2020-02-08","user_1","user_1"
9310,"J","J","2021-09-10","In","yes",4310,6,"2020-08-06","2020-08-06","user_1","user_1"
9311,"K","K","2018-11-05","In","yes",4311,6,"2018-08-17","2018-08-17","user_1","user_1"
9312,"L","L","2019-07-23","In","yes",4312,6,"2019-02-13","2019-02-13","user_1","user_1"
9313,"M","M","2020-04-08","In","yes",4313,6,"2019-08-12","2019-08-12","user_1","user_1"
9314,"N","N","2020-12-24","In","yes",4314,6,"2020-02-08","2020-02-08","user_1","user_1"
9315,"O","O","2021-09-10","In","yes",4315,6,"2020-08-06","2020-08-06","user_1","user_1"
9316,"P","P","2018-11-05","In","yes",4316,6,"2018-08-17","2018-08-17","user_1","user_1"
9317,"Q","Q","2019-07-23","In","yes",4317,6,"2019-02-13","2019-02-13","user_1","user_1"
9318,"R","R","2020-04-08","In","yes",4318,6,"2019-08-12","2019-08-12","user_1","user_1"
9319,"S","S","2020-12-24","In","yes",4319,6,"2020-02-08","2020-02-08","user_1","user_1"
9320,"T","T","2021-09-10","In","yes",4320,6,"2020-08-06","2020-08-06","user_1","user_1"
9321,"A","A","2018-11-05","In","yes",4321,6,"2018-08-17","2018-08-17","user_1","user_1"
9322,"B","B","2019-07-23","In","yes",4322,6,"2019-02-13","2019-02-13","user_1","user_1"
9323,"C","C","2020-04-08","In","yes",4323,6,"2019-08-12","2019-08-12","user_1","user_1"
9324,"D","D","2020-12-24","In","yes",4324,6,"2020-02-08","2020-02-08","user_1","user_1"
9325,"E","E","2021-09-10","In","yes",4325,6,"2020-08-06","2020-08-06","user_1","user_1"
9326,"F","F","2018-11-05","In","yes",4326,6,"2018-08-17","2018-08-17","user_1","user_1"
9327,"G","G","2019-07-23","In","yes",4327,6,"2019-02-13","2019-02-13","user_1","user_1"
9328,"H","H","2020-04-08","In","yes",4328,6,"2019-08-12","2019-08-12","user_1","user_1"
9329,"I","I","2020-12-24","In","yes",4329,6,"2020-02-08","2020-02-08","user_1","user_1"
9330,"J","J","2021-09-10","In","yes",4330,6,"2020-08-06","2020-08-06","user_1","user_1"
9331,"K","K","2018-11-05","In","yes",4331,6,"2018-08-17","2018-08-17","user_1","user_1"
9332,"L","L","2019-07-23","In","yes",4332,6,"2019-02-13","2019-02-13","user_1","user_1"
9333,"M","M","2020-04-08","In","yes",4333,6,"2019-08-12","2019-08-12","user_1","user_1"
9334,"N","N","2020-12-24","In","yes",4334,6,"2020-02-08","2020-02-08","user_1","user_1"
9335,"O","O","2021-09-10","In","yes",4335,6,"2020-08-06","2020-08-06","user_1","user_1"
9336,"P","P","2018-11-05","In","yes",4336,6,"2018-08-17","2018-08-17","user_1","user_1"
9337,"Q","Q","2019-07-23","In","yes",4337,6,"2019-02-13","2019-02-13","user_1","user_1"
9338,"R","R","2020-04-08","In","yes",4338,6,"2019-08-12","2019-08-12","user_1","user_1"
9339,"S","S","2020-12-24","In","yes",4339,6,"2020-02-08","2020-02-08","user_1","user_1"
9340,"T","T","2021-09-10","In","yes",4340,6,"2020-08-06","2020-08-06","user_1","user_1"
9341,"A","A","2018-11-05","In","yes",4341,6,"2018-08-17","2018-08-17","user_1","user_1"
9342,"B","B","2019-07-23","In","yes",4342,6,"2019-02-13","2019-02-13","user_1","user_1"
9343,"C","C","2020-04-08","In","yes",4343,6,"2019-08-12","2019-08-12","user_1","user_1"
9344,"D","D","2020-12-24","In","yes",4344,6,"2020-02-08","2020-02-08","user_1","user_1"
9345,"E","E","2021-09-10","In","yes",4345,6,"2020-08-06","2020-08-06","user_1","user_1"
9346,"F","F","2018-11-05","In","yes",4346,6,"2018-08-17","2018-08-17","user_1","user_1"
9347,"G","G","2019-07-23","In","yes",4347,6,"2019-02-13","2019-02-13","user_1","user_1"
9348,"H","H","2020-04-08","In","yes",4348,6,"2019-08-12","2019-08-12","user_1","user_1"
9349,"I","I","2020-12-24","In","yes",4349,6,"2020-02-08","2020-02-08","user_1","user_1"
9350,"J","J","2021-09-10","In","yes",4350,6,"2020-08-06","2020-08-06","user_1","user_1"
9351,"K","K","2018-11-05","In","yes",4351,6,"2018-08-17","2018-08-17","user_1","user_1"
9352,"L","L","2019-07-23","In","yes",4352,6,"2019-02-13","2019-02-13","user_1","user_1"
9353,"M","M","2020-04-08","In","yes",4353,6,"2019-08-12","2019-08-12","user_1","user_1"
9354,"N","N","2020-12-24","In","yes",4354,6,"2020-02-08","2020-02-08","user_1","user_1"
9355,"O","O","2021-09-10","In","yes",4355,6,"2020-08-06","2020-08-06","user_1","user_1"
9356,"P","P","2018-11-05","In","yes",4356,6,"2018-08-17","2018-08-17","user_1","user_1"
9357,"Q","Q","2019-07-23","In","yes",4357,6,"2019-02-13","2019-02-13","user_1","user_1"
9358,"R","R","2020-04-08","In","yes",4358,6,"2019-08-12","2019-08-12","user_1","user_1"
9359,"S","S","2020-12-24","In","yes",4359,6,"2020-02-08","2020-02-08","user_1","user_1"
9360,"T","T","2021-09-10","In","yes",4360,6,"2020-08-06","2020-08-06","user_1","user_1"
9361,"A","A","2018-11-05","In","yes",4361,6,"2018-08-17","2018-08-17","user_1","user_1"
9362,"B","B","2019-07-23","In","yes",4362,6,"2019-02-13","2019-02-13","user_1","user_1"
9363,"C","C","2020-04-08","In","yes",4363,6,"2019-08-12","2019-08-12","user_1","user_1"
9364,"D","D","2020-12-24","In","yes",4364,6,"2020-02-08","2020-02-08","user_1","user_1"
9365,"E","E","2021-09-10","In","yes",4365,6,"2020-08-06","2020-08-06","user_1","user_1"
9366,"F","F","2018-11-05","In","yes",4366,6,"2018-08-17","2018-08-17","user_1","user_1"
9367,"G","G","2019-07-23","In","yes",4367,6,"2019-02-13","2019-02-13","user_1","user_1"
9368,"H","H","2020-04-08","In","yes",4368,6,"2019-08-12","2019-08-12","user_1","user_1"
9369,"I","I","2020-12-24","In","yes",4369,6,"2020-02-08","2020-02-08","user_1","user_1"
9370,"J","J","2021-09-10","In","yes",4370,6,"2020-08-06","2020-08-06","user_1","user_1"
9371,"K","K","2018-11-05","In","yes",4371,6,"2018-08-17","2018-08-17","user_1","user_1"
9372,"L","L","2019-07-23","In","yes",4372,6,"2019-02-13","2019-02-13","user_1","user_1"
9373,"M","M","2020-04-08","In","yes",4373,6,"2019-08-12","2019-08-12","user_1","user_1"
9374,"N","N","2020-12-24","In","yes",4374,6,"2020-02-08","2020-02-08","user_1","user_1"
9375,"O","O","2021-09-10","In","yes",4375,6,"2020-08-06","2020-08-06","user_1","user_1"
9376,"P","P","2018-11-05","In","yes",4376,6,"2018-08-17","2018-08-17","user_1","user_1"
9377,"Q","Q","2019-07-23","In","yes",4377,6,"2019-02-13","2019-02-13","user_1","user_1"
9378,"R","R","2020-04-08","In","yes",4378,6,"2019-08-12","2019-08-12","user_1","user_1"
9379,"S","S","2020-12-24","In","yes",4379,6,"2020-02-08","2020-02-08","user_1","user_1"
9380,"T","T","2021-09-10","In","yes",4380,6,"2020-08-06","2020-08-06","user_1","user_1"
9381,"A","A","2018-11-05","In","yes",4381,6,"2018-08-17","2018-08-17","user_1","user_1"
9382,"B","B","2019-07-23","In","yes",4382,6,"2019-02-13","2019-02-13","user_1","user_1"
9383,"C","C","2020-04-08","In","yes",4383,6,"2019-08-12","2019-08-12","user_1","user_1"
9384,"D","D","2020-12-24","In","yes",4384,6,"2020-02-08","2020-02-08","user_1","user_1"
9385,"E","E","2021-09-10","In","yes",4385,6,"2020-08-06","2020-08-06","user_1","user_1"
9386,"F","F","2018-11-05","In","yes",4386,6,"2018-08-17","2018-08-17","user_1","user_1"
9387,"G","G","2019-07-23","In","yes",4387,6,"2019-02-13","2019-02-13","user_1","user_1"
9388,"H","H","2020-04-08","In","yes",4388,6,"2019-08-12","2019-08-12","user_1","user_1"
9389,"I","I","2020-12-24","In","yes",4389,6,"2020-02-08","2020-02-08","user_1","user_1"
9390,"J","J","2021-09-10","In","yes",4390,6,"2020-08-06","2020-08-06","user_1","user_1"
9391,"K","K","2018-11-05","In","yes",4391,6,"2018-08-17","2018-08-17","user_1","user_1"
9392,"L","L","2019-07-23","In","yes",4392,6,"2019-02-13","2019-02-13","user_1","user_1"
9393,"M","M","2020-04-08","In","yes",4393,6,"2019-08-12","2019-08-12","user_1","user_1"
9394,"N","N","2020-12-24","In","yes",4394,6,"2020-02-08","2020-02-08","user_1","user_1"
9395,"O","O","2021-09-10","In","yes",4395,6,"2020-08-06","2020-08-06","user_1","user_1"
9396,"P","P","2018-11-05","In","yes",4396,6,"2018-08-17","2018-08-17","user_1","user_1"
9397,"Q","Q","2019-07-23","In","yes",4397,6,"2019-02-13","2019-02-13","user_1","user_1"
9398,"R","R","2020-04-08","In","yes",4398,6,"2019-08-12","2019-08-12","user_1","user_1"
9399,"S","S","2020-12-24","In","yes",4399,6,"2020-02-08","2020-02-08","user_1","user_1"
9400,"T","T","2021-09-10","In","yes",4400,6,"2020-08-06","2020-08-06","user_1","user_1"
9401,"A","A","2018-11-05","In","yes",4401,6,"2018-08-17","2018-08-17","user_1","user_1"
9402,"B","B","2019-07-23","In","yes",4402,6,"2019-02-13","2019-02-13","user_1","user_1"
9403,"C","C","2020-04-08","In","yes",4403,6,"2019-08-12","2019-08-12","user_1","user_1"
9404,"D","D","2020-12-24","In","yes",4404,6,"2020-02-08","2020-02-08","user_1","user_1"
9405,"E","E","2021-09-10","In","yes",4405,6,"2020-08-06","2020-08-06","user_1","user_1"
9406,"F","F","2018-11-05","In","yes",4406,6,"2018-08-17","2018-08-17","user_1","user_1"
9407,"G","G","2019-07-23","In","yes",4407,6,"2019-02-13","2019-02-13","user_1","user_1"
9408,"H","H","2020-04-08","In","yes",4408,6,"2019-08-12","2019-08-12","user_1","user_1"
9409,"I","I","2020-12-24","In","yes",4409,6,"2020-02-08","2020-02-08","user_1","user_1"
9410,"J","J","2021-09-10","In","yes",4410,6,"2020-08-06","2020-08-06","user_1","user_1"
9411,"K","K","2018-11-05","In","yes",4411,6,"2018-08-17","2018-08-17","user_1","user_1"
9412,"L","L","2019-07-23","In","yes",4412,6,"2019-02-13","2019-02-13","user_1","user_1"
9413,"M","M","2020-04-08","In","yes",4413,6,"2019-08-12","2019-08-12","user_1","user_1"
9414,"N","N","2020-12-24","In","yes",4414,6,"2020-02-08","2020-02-08","user_1","user_1"
9415,"O","O","2021-09-10","In","yes",4415,6,"2020-08-06","2020-08-06","user_1","user_1"
9416,"P","P","2018-11-05","In","yes",4416,6,"2018-08-17","2018-08-17","user_1","user_1"
9417,"Q","Q","2019-07-23","In","yes",4417,6,"2019-02-13","2019-02-13","user_1","user_1"
9418,"R","R","2020-04-08","In","yes",4418,6,"2019-08-12","2019-08-12","user_1","user_1"
9419,"S","S","2020-12-24","In","yes",4419,6,"2020-02-08","2020-02-08","user_1","user_1"
9420,"T","T","2021-09-10","In","yes",4420,6,"2020-08-06","2020-08-06","user_1","user_1"
9421,"A","A","2018-11-05","In","yes",4421,6,"2018-08-17","2018-08-17","user_1","user_1"
9422,"B","B","2019-07-23","In","yes",4422,6,"2019-02-13","2019-02-13","user_1","user_1"
9423,"C","C","2020-04-08","In","yes",4423,6,"2019-08-12","2019-08-12","user_1","user_1"
9424,"D","D","2020-12-24","In","yes",4424,6,"2020-02-08","2020-02-08","user_1","user_1"
9425,"E","E","2021-09-10","In","yes",4425,6,"2020-08-06","2020-08-06","user_1","user_1"
9426,"F","F","2018-11-05","In","yes",4426,6,"2018-08-17","2018-08-17","user_1","user_1"
9427,"G","G","2019-07-23","In","yes",4427,6,"2019-02-13","2019-02-13","user_1","user_1"
9428,"H","H","2020-04-08","In","yes",4428,6,"2019-08-12","2019-08-12","user_1","user_1"
9429,"I","I","2020-12-24","In","yes",4429,6,"2020-02-08","2020-02-08","user_1","user_1"
9430,"J","J","2021-09-10","In","yes",4430,6,"2020-08-06","2020-08-06","user_1","user_1"
9431,"K","K","2018-11-05","In","yes",4431,6,"2018-08-17","2018-08-17","user_1","user_1"
9432,"L","L","2019-07-23","In","yes",4432,6,"2019-02-13","2019-02-13","user_1","user_1"
9433,"M","M","2020-04-08","In","yes",4433,6,"2019-08-12","2019-08-12","user_1","user_1"
9434,"N","N","2020-12-24","In","yes",4434,6,"2020-02-08","2020-02-08","user_1","user_1"
9435,"O","O","2021-09-10","In","yes",4435,6,"2020-08-06","2020-08-06","user_1","user_1"
9436,"P","P","2018-11-05","In","yes",4436,6,"2018-08-17","2018-08-17","user_1","user_1"
9437,"Q","Q","2019-07-23","In","yes",4437,6,"2019-02-13","2019-02-13","user_1","user_1"
9438,"R","R","2020-04-08","In","yes",4438,6,"2019-08-12","2019-08-12","user_1","user_1"
9439,"S","S","2020-12-24","In","yes",4439,6,"2020-02-08","2020-02-08","user_1","user_1"
9440,"T","T","2021-09-10","In","yes",4440,6,"2020-08-06","2020-08-06","user_1","user_1"
9441,"A","A","2018-11-05","In","yes",4441,6,"2018-08-17","2018-08-17","user_1","user_1"
9442,"B","B","2019-07-23","In","yes",4442,6,"2019-02-13","2019-02-13","user_1","user_1"
9443,"C","C","2020-04-08","In","yes",4443,6,"2019-08-12","2019-08-12","user_1","user_1"
9444,"D","D","2020-12-24","In","yes",4444,6,"2020-02-08","2020-02-08","user_1","user_1"
9445,"E","E","2021-09-10","In","yes",4445,6,"2020-08-06","2020-08-06","user_1","user_1"
9446,"F","F","2018-11-05","In","yes",4446,6,"2018-08-17","2018-08-17","user_1","user_1"
9447,"G","G","2019-07-23","In","yes",4447,6,"2019-02-13","2019-02-13","user_1","user_1"
9448,"H","H","2020-04-08","In","yes",4448,6,"2019-08-12","2019-08-12","user_1","user_1"
9449,"I","I","2020-12-24","In","yes",4449,6,"2020-02-08","2020-02-08","user_1","user_1"
9450,"J","J","2021-09-10","In","yes",4450,6,"2020-08-06","2020-08-06","user_1","user_1"
9451,"K","K","2018-11-05","In","yes",4451,6,"2018-08-17","2018-08-17","user_1","user_1"
9452,"L","L","2019-07-23","In","yes",4452,6,"2019-02-13","2019-02-13","user_1","user_1"
9453,"M","M","2020-04-08","In","yes",4453,6,"2019-08-12","2019-08-12","user_1","user_1"
9454,"N","N","2020-12-24","In","yes",4454,6,"2020-02-08","2020-02-08","user_1","user_1"
9455,"O","O","2021-09-10","In","yes",4455,6,"2020-08-06","2020-08-06","user_1","user_1"
9456,"P","P","2018-11-05","In","yes",4456,6,"2018-08-17","2018-08-17","user_1","user_1"
9457,"Q","Q","2019-07-23","In","yes",4457,6,"2019-02-13","2019-02-13","user_1","user_1"
9458,"R","R","2020-04-08","In","yes",4458,6,"2019-08-12","2019-08-12","user_1","user_1"
9459,"S","S","2020-12-24","In","yes",4459,6,"2020-02-08","2020-02-08","user_1","user_1"
9460,"T","T","2021-09-10","In","yes",4460,6,"2020-08-06","2020-08-06","user_1","user_1"
9461,"A","A","2018-11-05","In","yes",4461,6,"2018-08-17","2018-08-17","user_1","user_1"
9462,"B","B","2019-07-23","In","yes",4462,6,"2019-02-13","2019-02-13","user_1","user_1"
9463,"C","C","2020-04-08","In","yes",4463,6,"2019-08-12","2019-08-12","user_1","user_1"
9464,"D","D","2020-12-24","In","yes",4464,6,"2020-02-08","2020-02-08","user_1","user_1"
9465,"E","E","2021-09-10","In","yes",4465,6,"2020-08-06","2020-08-06","user_1","user_1"
9466,"F","F","2018-11-05","In","yes",4466,6,"2018-08-17","2018-08-17","user_1","user_1"
